Run 1: Time (min),Run 1: Dissolved Oxygen (mg/L),Run 1: Dissolved Oxygen 2 (mg/L),Run 1: Dissolved Oxygen 3 (mg/L)
108.7,7.275412518,7.142153764,6.942435174
108.7166667,7.269648144,7.142153764,6.942435174
108.7333333,7.269648144,7.136728471,6.942435174
108.75,7.269648144,7.136728471,6.948199548
108.7666667,7.269648144,7.136728471,6.937009881
108.7833333,7.275412518,7.131303179,6.937009881
108.8,7.286263103,7.131303179,6.937009881
108.8166667,7.28083781,7.125538805,6.931584589
108.8333333,7.286263103,7.125538805,6.931584589
108.85,7.286263103,7.131303179,6.931584589
108.8666667,7.286263103,7.125538805,6.942435174
108.8833333,7.292027477,7.125538805,6.937009881
108.9,7.28083781,7.120113512,6.931584589
108.9166667,7.28083781,7.125538805,6.931584589
108.9333333,7.28083781,7.125538805,6.925820215
108.95,7.28083781,7.125538805,6.925820215
108.9666667,7.286263103,7.125538805,6.920394922
108.9833333,7.28083781,7.131303179,6.920394922
109,7.292027477,7.131303179,6.914969629
109.0166667,7.286263103,7.136728471,6.914969629
109.0333333,7.286263103,7.131303179,6.909205256
109.05,7.275412518,7.125538805,6.909205256
109.0666667,7.28083781,7.125538805,6.909205256
109.0833333,7.269648144,7.131303179,6.909205256
109.1,7.264222851,7.125538805,6.914969629
109.1166667,7.269648144,7.136728471,6.914969629
109.1333333,7.258797559,7.125538805,6.920394922
109.15,7.258797559,7.125538805,6.925820215
109.1666667,7.264222851,7.125538805,6.925820215
109.1833333,7.258797559,7.120113512,6.925820215
109.2,7.258797559,7.120113512,6.909205256
109.2166667,7.264222851,7.120113512,6.914969629
109.2333333,7.264222851,7.114688219,6.920394922
109.25,7.269648144,7.114688219,6.925820215
109.2666667,7.275412518,7.114688219,6.920394922
109.2833333,7.28083781,7.103498553,6.920394922
109.3,7.28083781,7.109262927,6.920394922
109.3166667,7.28083781,7.103498553,6.920394922
109.3333333,7.286263103,7.109262927,6.914969629
109.35,7.28083781,7.103498553,6.914969629
109.3666667,7.28083781,7.109262927,6.909205256
109.3833333,7.275412518,7.09807326,6.909205256
109.4,7.275412518,7.09807326,6.909205256
109.4166667,7.275412518,7.09807326,6.903779963
109.4333333,7.269648144,7.09807326,6.903779963
109.45,7.275412518,7.09807326,6.89835467
109.4666667,7.269648144,7.09807326,6.89835467
109.4833333,7.269648144,7.109262927,6.887165004
109.5,7.269648144,7.109262927,6.887165004
109.5166667,7.275412518,7.103498553,6.876314419
109.5333333,7.275412518,7.109262927,6.876314419
109.55,7.275412518,7.103498553,6.881739711
109.5666667,7.275412518,7.109262927,6.881739711
109.5833333,7.275412518,7.109262927,6.887165004
109.6,7.269648144,7.103498553,6.881739711
109.6166667,7.264222851,7.109262927,6.881739711
109.6333333,7.264222851,7.109262927,6.881739711
109.65,7.264222851,7.114688219,6.887165004
109.6666667,7.264222851,7.114688219,6.887165004
109.6833333,7.269648144,7.109262927,6.89835467
109.7,7.269648144,7.109262927,6.903779963
109.7166667,7.275412518,7.114688219,6.89835467
109.7333333,7.275412518,7.109262927,6.903779963
109.75,7.286263103,7.109262927,6.89835467
109.7666667,7.28083781,7.103498553,6.89835467
109.7833333,7.286263103,7.103498553,6.903779963
109.8,7.28083781,7.109262927,6.89835467
109.8166667,7.286263103,7.109262927,6.903779963
109.8333333,7.275412518,7.103498553,6.903779963
109.85,7.275412518,7.09807326,6.89835467
109.8666667,7.269648144,7.09807326,6.903779963
109.8833333,7.286263103,7.09807326,6.903779963
109.9,7.28083781,7.09807326,6.903779963
109.9166667,7.286263103,7.092647968,6.89835467
109.9333333,7.28083781,7.092647968,6.89835467
109.95,7.286263103,7.086883594,6.89835467
109.9666667,7.275412518,7.086883594,6.903779963
109.9833333,7.275412518,7.081458301,6.903779963
110,7.269648144,7.081458301,6.89835467
110.0166667,7.269648144,7.076033008,6.89835467
110.0333333,7.264222851,7.076033008,6.89835467
110.05,7.269648144,7.076033008,6.903779963
110.0666667,7.269648144,7.076033008,6.903779963
110.0833333,7.275412518,7.076033008,6.89835467
110.1,7.269648144,7.076033008,6.89835467
110.1166667,7.264222851,7.076033008,6.887165004
110.1333333,7.264222851,7.076033008,6.887165004
110.15,7.264222851,7.076033008,6.887165004
110.1666667,7.264222851,7.081458301,6.887165004
110.1833333,7.264222851,7.086883594,6.887165004
110.2,7.264222851,7.086883594,6.887165004
110.2166667,7.269648144,7.086883594,6.887165004
110.2333333,7.269648144,7.092647968,6.881739711
110.25,7.269648144,7.092647968,6.881739711
110.2666667,7.269648144,7.092647968,6.881739711
110.2833333,7.275412518,7.092647968,6.881739711
110.3,7.269648144,7.09807326,6.881739711
110.3166667,7.275412518,7.09807326,6.887165004
110.3333333,7.28083781,7.109262927,6.881739711
110.35,7.28083781,7.103498553,6.881739711
110.3666667,7.28083781,7.103498553,6.881739711
110.3833333,7.286263103,7.109262927,6.887165004
110.4,7.286263103,7.109262927,6.881739711
110.4166667,7.286263103,7.109262927,6.881739711
110.4333333,7.286263103,7.109262927,6.887165004
110.45,7.28083781,7.114688219,6.881739711
110.4666667,7.28083781,7.114688219,6.887165004
110.4833333,7.28083781,7.114688219,6.887165004
110.5,7.286263103,7.109262927,6.887165004
110.5166667,7.292027477,7.109262927,6.887165004
110.5333333,7.302878062,7.103498553,6.881739711
110.55,7.302878062,7.09807326,6.876314419
110.5666667,7.302878062,7.09807326,6.881739711
110.5833333,7.302878062,7.109262927,6.876314419
110.6,7.302878062,7.103498553,6.881739711
110.6166667,7.297452769,7.109262927,6.881739711
110.6333333,7.292027477,7.109262927,6.876314419
110.65,7.292027477,7.109262927,6.876314419
110.6666667,7.286263103,7.103498553,6.876314419
110.6833333,7.286263103,7.09807326,6.876314419
110.7,7.286263103,7.09807326,6.887165004
110.7166667,7.28083781,7.092647968,6.887165004
110.7333333,7.286263103,7.092647968,6.887165004
110.75,7.28083781,7.086883594,6.887165004
110.7666667,7.275412518,7.086883594,6.887165004
110.7833333,7.275412518,7.086883594,6.887165004
110.8,7.269648144,7.076033008,6.89835467
110.8166667,7.275412518,7.081458301,6.892929378
110.8333333,7.264222851,7.081458301,6.887165004
110.85,7.264222851,7.086883594,6.887165004
110.8666667,7.264222851,7.081458301,6.887165004
110.8833333,7.269648144,7.081458301,6.887165004
110.9,7.275412518,7.081458301,6.887165004
110.9166667,7.286263103,7.076033008,6.887165004
110.9333333,7.286263103,7.081458301,6.881739711
110.95,7.28083781,7.081458301,6.881739711
110.9666667,7.28083781,7.081458301,6.876314419
110.9833333,7.286263103,7.086883594,6.881739711
111,7.286263103,7.092647968,6.887165004
111.0166667,7.292027477,7.092647968,6.887165004
111.0333333,7.302878062,7.09807326,6.887165004
111.05,7.302878062,7.09807326,6.887165004
111.0666667,7.302878062,7.09807326,6.881739711
111.0833333,7.308642436,7.09807326,6.881739711
111.1,7.308642436,7.09807326,6.887165004
111.1166667,7.302878062,7.09807326,6.887165004
111.1333333,7.297452769,7.092647968,6.887165004
111.15,7.302878062,7.092647968,6.881739711
111.1666667,7.297452769,7.09807326,6.881739711
111.1833333,7.297452769,7.09807326,6.887165004
111.2,7.302878062,7.09807326,6.881739711
111.2166667,7.297452769,7.092647968,6.870550045
111.2333333,7.292027477,7.09807326,6.881739711
111.25,7.286263103,7.092647968,6.881739711
111.2666667,7.286263103,7.092647968,6.887165004
111.2833333,7.286263103,7.092647968,6.887165004
111.3,7.286263103,7.086883594,6.887165004
111.3166667,7.286263103,7.092647968,6.887165004
111.3333333,7.286263103,7.086883594,6.887165004
111.35,7.28083781,7.081458301,6.887165004
111.3666667,7.286263103,7.081458301,6.881739711
111.3833333,7.28083781,7.081458301,6.881739711
111.4,7.28083781,7.092647968,6.887165004
111.4166667,7.275412518,7.081458301,6.881739711
111.4333333,7.275412518,7.092647968,6.876314419
111.45,7.269648144,7.092647968,6.870550045
111.4666667,7.269648144,7.086883594,6.870550045
111.4833333,7.264222851,7.086883594,6.865124752
111.5,7.264222851,7.092647968,6.859699459
111.5166667,7.264222851,7.09807326,6.865124752
111.5333333,7.264222851,7.09807326,6.859699459
111.55,7.264222851,7.09807326,6.859699459
111.5666667,7.264222851,7.103498553,6.859699459
111.5833333,7.269648144,7.092647968,6.853935086
111.6,7.275412518,7.092647968,6.859699459
111.6166667,7.286263103,7.092647968,6.859699459
111.6333333,7.286263103,7.092647968,6.859699459
111.65,7.292027477,7.092647968,6.859699459
111.6666667,7.292027477,7.092647968,6.865124752
111.6833333,7.292027477,7.086883594,6.870550045
111.7,7.292027477,7.076033008,6.865124752
111.7166667,7.292027477,7.076033008,6.870550045
111.7333333,7.292027477,7.070268635,6.870550045
111.75,7.292027477,7.076033008,6.870550045
111.7666667,7.292027477,7.070268635,6.876314419
111.7833333,7.297452769,7.076033008,6.876314419
111.8,7.286263103,7.076033008,6.876314419
111.8166667,7.286263103,7.076033008,6.870550045
111.8333333,7.286263103,7.076033008,6.876314419
111.85,7.286263103,7.076033008,6.887165004
111.8666667,7.286263103,7.076033008,6.881739711
111.8833333,7.286263103,7.070268635,6.881739711
111.9,7.28083781,7.064843342,6.881739711
111.9166667,7.286263103,7.064843342,6.881739711
111.9333333,7.275412518,7.064843342,6.876314419
111.95,7.275412518,7.064843342,6.876314419
111.9666667,7.28083781,7.064843342,6.881739711
111.9833333,7.286263103,7.070268635,6.870550045
112,7.286263103,7.064843342,6.876314419
112.0166667,7.286263103,7.064843342,6.870550045
112.0333333,7.286263103,7.059418049,6.870550045
112.05,7.28083781,7.064843342,6.865124752
112.0666667,7.286263103,7.064843342,6.865124752
112.0833333,7.28083781,7.064843342,6.859699459
112.1,7.292027477,7.076033008,6.859699459
112.1166667,7.292027477,7.076033008,6.859699459
112.1333333,7.292027477,7.081458301,6.859699459
112.15,7.297452769,7.081458301,6.859699459
112.1666667,7.302878062,7.092647968,6.859699459
112.1833333,7.308642436,7.086883594,6.859699459
112.2,7.302878062,7.092647968,6.859699459
112.2166667,7.308642436,7.09807326,6.859699459
112.2333333,7.302878062,7.09807326,6.853935086
112.25,7.302878062,7.103498553,6.859699459
112.2666667,7.302878062,7.109262927,6.859699459
112.2833333,7.308642436,7.109262927,6.865124752
112.3,7.308642436,7.114688219,6.865124752
112.3166667,7.308642436,7.114688219,6.865124752
112.3333333,7.302878062,7.120113512,6.865124752
112.35,7.308642436,7.120113512,6.865124752
112.3666667,7.308642436,7.120113512,6.865124752
112.3833333,7.297452769,7.114688219,6.865124752
112.4,7.292027477,7.109262927,6.870550045
112.4166667,7.292027477,7.103498553,6.865124752
112.4333333,7.286263103,7.09807326,6.870550045
112.45,7.28083781,7.09807326,6.870550045
112.4666667,7.28083781,7.092647968,6.881739711
112.4833333,7.275412518,7.086883594,6.881739711
112.5,7.275412518,7.092647968,6.881739711
112.5166667,7.269648144,7.081458301,6.876314419
112.5333333,7.264222851,7.076033008,6.876314419
112.55,7.269648144,7.081458301,6.870550045
112.5666667,7.28083781,7.070268635,6.870550045
112.5833333,7.275412518,7.070268635,6.870550045
112.6,7.275412518,7.070268635,6.865124752
112.6166667,7.275412518,7.070268635,6.865124752
112.6333333,7.269648144,7.064843342,6.870550045
112.65,7.269648144,7.070268635,6.865124752
112.6666667,7.275412518,7.070268635,6.865124752
112.6833333,7.269648144,7.070268635,6.859699459
112.7,7.269648144,7.064843342,6.859699459
112.7166667,7.269648144,7.064843342,6.859699459
112.7333333,7.275412518,7.059418049,6.853935086
112.75,7.275412518,7.053653676,6.859699459
112.7666667,7.269648144,7.048228383,6.853935086
112.7833333,7.275412518,7.053653676,6.848509793
112.8,7.275412518,7.053653676,6.848509793
112.8166667,7.275412518,7.059418049,6.848509793
112.8333333,7.286263103,7.064843342,6.848509793
112.85,7.286263103,7.070268635,6.853935086
112.8666667,7.286263103,7.070268635,6.859699459
112.8833333,7.286263103,7.076033008,6.865124752
112.9,7.28083781,7.076033008,6.870550045
112.9166667,7.28083781,7.081458301,6.865124752
112.9333333,7.286263103,7.081458301,6.865124752
112.95,7.286263103,7.081458301,6.865124752
112.9666667,7.286263103,7.086883594,6.870550045
112.9833333,7.275412518,7.081458301,6.865124752
113,7.286263103,7.081458301,6.865124752
113.0166667,7.275412518,7.081458301,6.870550045
113.0333333,7.275412518,7.081458301,6.865124752
113.05,7.275412518,7.081458301,6.865124752
113.0666667,7.286263103,7.081458301,6.865124752
113.0833333,7.28083781,7.092647968,6.865124752
113.1,7.28083781,7.081458301,6.859699459
113.1166667,7.28083781,7.081458301,6.859699459
113.1333333,7.28083781,7.076033008,6.859699459
113.15,7.286263103,7.076033008,6.853935086
113.1666667,7.28083781,7.064843342,6.853935086
113.1833333,7.286263103,7.070268635,6.859699459
113.2,7.286263103,7.064843342,6.859699459
113.2166667,7.28083781,7.064843342,6.859699459
113.2333333,7.286263103,7.064843342,6.859699459
113.25,7.286263103,7.064843342,6.853935086
113.2666667,7.297452769,7.070268635,6.853935086
113.2833333,7.292027477,7.070268635,6.859699459
113.3,7.302878062,7.076033008,6.859699459
113.3166667,7.314067729,7.070268635,6.859699459
113.3333333,7.314067729,7.070268635,6.865124752
113.35,7.319493021,7.076033008,6.865124752
113.3666667,7.319493021,7.076033008,6.865124752
113.3833333,7.330682688,7.081458301,6.870550045
113.4,7.325257395,7.076033008,6.870550045
113.4166667,7.325257395,7.076033008,6.881739711
113.4333333,7.325257395,7.076033008,6.887165004
113.45,7.330682688,7.076033008,6.887165004
113.4666667,7.319493021,7.070268635,6.887165004
113.4833333,7.314067729,7.076033008,6.881739711
113.5,7.314067729,7.070268635,6.876314419
113.5166667,7.314067729,7.064843342,6.870550045
113.5333333,7.302878062,7.064843342,6.876314419
113.55,7.308642436,7.053653676,6.870550045
113.5666667,7.308642436,7.048228383,6.865124752
113.5833333,7.302878062,7.048228383,6.865124752
113.6,7.297452769,7.04280309,6.859699459
113.6166667,7.292027477,7.037377798,6.859699459
113.6333333,7.286263103,7.037377798,6.859699459
113.65,7.275412518,7.031613424,6.848509793
113.6666667,7.269648144,7.026188131,6.8430845
113.6833333,7.269648144,7.026188131,6.837320127
113.7,7.264222851,7.026188131,6.831894834
113.7166667,7.264222851,7.014998465,6.826469541
113.7333333,7.258797559,7.014998465,6.826469541
113.75,7.247607892,7.009573172,6.815279875
113.7666667,7.242182599,7.009573172,6.815279875
113.7833333,7.242182599,7.009573172,6.815279875
113.8,7.247607892,7.009573172,6.809854582
113.8166667,7.242182599,7.004147879,6.815279875
113.8333333,7.242182599,7.004147879,6.815279875
113.85,7.247607892,7.004147879,6.815279875
113.8666667,7.242182599,7.004147879,6.815279875
113.8833333,7.242182599,7.004147879,6.820705168
113.9,7.242182599,6.998383506,6.820705168
113.9166667,7.247607892,6.998383506,6.826469541
113.9333333,7.242182599,6.992958213,6.826469541
113.95,7.242182599,6.992958213,6.826469541
113.9666667,7.242182599,6.992958213,6.826469541
113.9833333,7.242182599,6.992958213,6.826469541
114,7.242182599,6.992958213,6.826469541
114.0166667,7.230992933,6.992958213,6.826469541
114.0333333,7.22556764,6.992958213,6.831894834
114.05,7.22556764,6.998383506,6.831894834
114.0666667,7.219803267,7.004147879,6.837320127
114.0833333,7.219803267,7.004147879,6.837320127
114.1,7.214377974,6.992958213,6.831894834
114.1166667,7.214377974,6.992958213,6.837320127
114.1333333,7.208952681,6.992958213,6.826469541
114.15,7.197763015,6.992958213,6.826469541
114.1666667,7.197763015,6.992958213,6.826469541
114.1833333,7.203188308,6.992958213,6.820705168
114.2,7.203188308,6.992958213,6.820705168
114.2166667,7.197763015,6.98753292,6.815279875
114.2333333,7.197763015,6.98753292,6.815279875
114.25,7.186573349,6.992958213,6.809854582
114.2666667,7.192337722,6.992958213,6.809854582
114.2833333,7.186573349,6.992958213,6.804090209
114.3,7.186573349,6.992958213,6.798664916
114.3166667,7.186573349,6.992958213,6.798664916
114.3333333,7.197763015,6.98753292,6.798664916
114.35,7.197763015,6.981768547,6.798664916
114.3666667,7.203188308,6.976343254,6.798664916
114.3833333,7.203188308,6.981768547,6.798664916
114.4,7.214377974,6.976343254,6.798664916
114.4166667,7.203188308,6.976343254,6.798664916
114.4333333,7.208952681,6.976343254,6.798664916
114.45,7.203188308,6.970917961,6.798664916
114.4666667,7.197763015,6.970917961,6.798664916
114.4833333,7.197763015,6.970917961,6.809854582
114.5,7.197763015,6.976343254,6.809854582
114.5166667,7.192337722,6.981768547,6.809854582
114.5333333,7.197763015,6.976343254,6.809854582
114.55,7.197763015,6.981768547,6.804090209
114.5666667,7.197763015,6.976343254,6.798664916
114.5833333,7.197763015,6.970917961,6.804090209
114.6,7.203188308,6.965492668,6.798664916
114.6166667,7.203188308,6.965492668,6.798664916
114.6333333,7.208952681,6.965492668,6.798664916
114.65,7.208952681,6.970917961,6.798664916
114.6666667,7.214377974,6.965492668,6.804090209
114.6833333,7.219803267,6.965492668,6.798664916
114.7,7.219803267,6.965492668,6.798664916
114.7166667,7.214377974,6.965492668,6.798664916
114.7333333,7.214377974,6.970917961,6.798664916
114.75,7.214377974,6.976343254,6.798664916
114.7666667,7.203188308,6.976343254,6.798664916
114.7833333,7.197763015,6.976343254,6.798664916
114.8,7.192337722,6.965492668,6.798664916
114.8166667,7.186573349,6.965492668,6.798664916
114.8333333,7.186573349,6.970917961,6.793239623
114.85,7.181148056,6.965492668,6.793239623
114.8666667,7.186573349,6.965492668,6.793239623
114.8833333,7.175722763,6.976343254,6.793239623
114.9,7.169958389,6.970917961,6.78747525
114.9166667,7.169958389,6.981768547,6.782049957
114.9333333,7.169958389,6.98753292,6.782049957
114.95,7.175722763,6.98753292,6.776624664
114.9666667,7.169958389,6.98753292,6.776624664
114.9833333,7.169958389,6.981768547,6.776624664
115,7.175722763,6.981768547,6.776624664
115.0166667,7.169958389,6.981768547,6.776624664
115.0333333,7.169958389,6.98753292,6.776624664
115.05,7.181148056,6.992958213,6.776624664
115.0666667,7.186573349,6.998383506,6.782049957
115.0833333,7.186573349,6.992958213,6.782049957
115.1,7.197763015,6.98753292,6.793239623
115.1166667,7.197763015,6.98753292,6.793239623
115.1333333,7.197763015,6.981768547,6.793239623
115.15,7.197763015,6.98753292,6.793239623
115.1666667,7.197763015,6.98753292,6.793239623
115.1833333,7.197763015,6.981768547,6.793239623
115.2,7.197763015,6.98753292,6.798664916
115.2166667,7.203188308,6.981768547,6.798664916
115.2333333,7.197763015,6.976343254,6.798664916
115.25,7.197763015,6.976343254,6.798664916
115.2666667,7.186573349,6.976343254,6.798664916
115.2833333,7.175722763,6.976343254,6.793239623
115.3,7.164533097,6.976343254,6.793239623
115.3166667,7.164533097,6.976343254,6.798664916
115.3333333,7.159107804,6.965492668,6.793239623
115.35,7.164533097,6.965492668,6.798664916
115.3666667,7.164533097,6.965492668,6.793239623
115.3833333,7.159107804,6.959728295,6.78747525
115.4,7.159107804,6.965492668,6.782049957
115.4166667,7.159107804,6.959728295,6.782049957
115.4333333,7.159107804,6.965492668,6.776624664
115.45,7.159107804,6.959728295,6.776624664
115.4666667,7.164533097,6.965492668,6.776624664
115.4833333,7.164533097,6.954303002,6.776624664
115.5,7.169958389,6.954303002,6.776624664
115.5166667,7.186573349,6.959728295,6.776624664
115.5333333,7.181148056,6.959728295,6.776624664
115.55,7.186573349,6.954303002,6.776624664
115.5666667,7.186573349,6.954303002,6.776624664
115.5833333,7.197763015,6.948877709,6.776624664
115.6,7.197763015,6.959728295,6.776624664
115.6166667,7.197763015,6.954303002,6.782049957
115.6333333,7.197763015,6.959728295,6.776624664
115.65,7.197763015,6.959728295,6.782049957
115.6666667,7.197763015,6.959728295,6.782049957
115.6833333,7.197763015,6.959728295,6.78747525
115.7,7.197763015,6.959728295,6.78747525
115.7166667,7.197763015,6.965492668,6.793239623
115.7333333,7.175722763,6.959728295,6.798664916
115.75,7.169958389,6.970917961,6.793239623
115.7666667,7.169958389,6.959728295,6.78747525
115.7833333,7.175722763,6.965492668,6.782049957
115.8,7.169958389,6.959728295,6.782049957
115.8166667,7.169958389,6.959728295,6.776624664
115.8333333,7.181148056,6.954303002,6.776624664
115.85,7.169958389,6.959728295,6.782049957
115.8666667,7.169958389,6.959728295,6.776624664
115.8833333,7.169958389,6.959728295,6.776624664
115.9,7.181148056,6.954303002,6.776624664
115.9166667,7.169958389,6.954303002,6.771199371
115.9333333,7.164533097,6.948877709,6.776624664
115.95,7.159107804,6.948877709,6.776624664
115.9666667,7.159107804,6.943113336,6.771199371
115.9833333,7.169958389,6.943113336,6.776624664
116,7.164533097,6.943113336,6.771199371
116.0166667,7.164533097,6.943113336,6.771199371
116.0333333,7.169958389,6.943113336,6.771199371
116.05,7.181148056,6.943113336,6.771199371
116.0666667,7.181148056,6.943113336,6.765434998
116.0833333,7.181148056,6.948877709,6.771199371
116.1,7.181148056,6.948877709,6.765434998
116.1166667,7.192337722,6.948877709,6.765434998
116.1333333,7.186573349,6.948877709,6.754584412
116.15,7.192337722,6.948877709,6.754584412
116.1666667,7.186573349,6.954303002,6.754584412
116.1833333,7.192337722,6.959728295,6.754584412
116.2,7.186573349,6.959728295,6.760009705
116.2166667,7.192337722,6.965492668,6.765434998
116.2333333,7.186573349,6.965492668,6.760009705
116.25,7.186573349,6.959728295,6.771199371
116.2666667,7.186573349,6.965492668,6.771199371
116.2833333,7.197763015,6.959728295,6.771199371
116.3,7.197763015,6.959728295,6.765434998
116.3166667,7.197763015,6.948877709,6.771199371
116.3333333,7.197763015,6.948877709,6.771199371
116.35,7.197763015,6.943113336,6.771199371
116.3666667,7.197763015,6.937688043,6.776624664
116.3833333,7.197763015,6.943113336,6.776624664
116.4,7.192337722,6.943113336,6.776624664
116.4166667,7.181148056,6.937688043,6.782049957
116.4333333,7.169958389,6.943113336,6.782049957
116.45,7.169958389,6.943113336,6.782049957
116.4666667,7.169958389,6.943113336,6.782049957
116.4833333,7.175722763,6.937688043,6.782049957
116.5,7.175722763,6.937688043,6.782049957
116.5166667,7.169958389,6.937688043,6.776624664
116.5333333,7.169958389,6.93226275,6.776624664
116.55,7.159107804,6.93226275,6.776624664
116.5666667,7.164533097,6.93226275,6.771199371
116.5833333,7.169958389,6.93226275,6.765434998
116.6,7.169958389,6.93226275,6.754584412
116.6166667,7.181148056,6.926498377,6.748820039
116.6333333,7.181148056,6.921073084,6.743394746
116.65,7.186573349,6.93226275,6.748820039
116.6666667,7.192337722,6.926498377,6.748820039
116.6833333,7.197763015,6.937688043,6.748820039
116.7,7.197763015,6.937688043,6.748820039
116.7166667,7.192337722,6.937688043,6.754584412
116.7333333,7.186573349,6.93226275,6.754584412
116.75,7.186573349,6.937688043,6.754584412
116.7666667,7.186573349,6.943113336,6.760009705
116.7833333,7.186573349,6.943113336,6.765434998
116.8,7.186573349,6.937688043,6.765434998
116.8166667,7.186573349,6.943113336,6.771199371
116.8333333,7.186573349,6.943113336,6.760009705
116.85,7.186573349,6.943113336,6.760009705
116.8666667,7.197763015,6.943113336,6.765434998
116.8833333,7.186573349,6.948877709,6.765434998
116.9,7.186573349,6.943113336,6.754584412
116.9166667,7.181148056,6.943113336,6.765434998
116.9333333,7.169958389,6.943113336,6.765434998
116.95,7.159107804,6.948877709,6.765434998
116.9666667,7.164533097,6.943113336,6.771199371
116.9833333,7.159107804,6.943113336,6.771199371
117,7.169958389,6.943113336,6.771199371
117.0166667,7.169958389,6.937688043,6.771199371
117.0333333,7.175722763,6.93226275,6.776624664
117.05,7.181148056,6.93226275,6.776624664
117.0666667,7.181148056,6.93226275,6.776624664
117.0833333,7.181148056,6.93226275,6.765434998
117.1,7.164533097,6.937688043,6.765434998
117.1166667,7.164533097,6.93226275,6.760009705
117.1333333,7.159107804,6.93226275,6.754584412
117.15,7.159107804,6.93226275,6.748820039
117.1666667,7.164533097,6.93226275,6.748820039
117.1833333,7.164533097,6.93226275,6.737969453
117.2,7.169958389,6.921073084,6.743394746
117.2166667,7.186573349,6.921073084,6.737969453
117.2333333,7.186573349,6.93226275,6.737969453
117.25,7.186573349,6.937688043,6.748820039
117.2666667,7.192337722,6.93226275,6.748820039
117.2833333,7.197763015,6.937688043,6.748820039
117.3,7.197763015,6.93226275,6.748820039
117.3166667,7.197763015,6.937688043,6.748820039
117.3333333,7.197763015,6.93226275,6.748820039
117.35,7.197763015,6.93226275,6.748820039
117.3666667,7.197763015,6.937688043,6.754584412
117.3833333,7.197763015,6.937688043,6.754584412
117.4,7.186573349,6.93226275,6.771199371
117.4166667,7.181148056,6.937688043,6.776624664
117.4333333,7.181148056,6.937688043,6.771199371
117.45,7.169958389,6.93226275,6.782049957
117.4666667,7.169958389,6.93226275,6.776624664
117.4833333,7.181148056,6.937688043,6.782049957
117.5,7.169958389,6.937688043,6.776624664
117.5166667,7.169958389,6.937688043,6.776624664
117.5333333,7.181148056,6.937688043,6.776624664
117.55,7.186573349,6.937688043,6.776624664
117.5666667,7.186573349,6.93226275,6.776624664
117.5833333,7.197763015,6.93226275,6.776624664
117.6,7.197763015,6.93226275,6.776624664
117.6166667,7.197763015,6.93226275,6.771199371
117.6333333,7.197763015,6.937688043,6.765434998
117.65,7.197763015,6.937688043,6.754584412
117.6666667,7.197763015,6.943113336,6.754584412
117.6833333,7.186573349,6.937688043,6.748820039
117.7,7.186573349,6.937688043,6.748820039
117.7166667,7.181148056,6.93226275,6.748820039
117.7333333,7.181148056,6.93226275,6.748820039
117.75,7.175722763,6.93226275,6.748820039
117.7666667,7.181148056,6.926498377,6.748820039
117.7833333,7.186573349,6.921073084,6.748820039
117.8,7.197763015,6.926498377,6.743394746
117.8166667,7.197763015,6.921073084,6.737969453
117.8333333,7.203188308,6.926498377,6.743394746
117.85,7.197763015,6.921073084,6.737969453
117.8666667,7.203188308,6.926498377,6.732205079
117.8833333,7.203188308,6.921073084,6.743394746
117.9,7.203188308,6.93226275,6.737969453
117.9166667,7.203188308,6.926498377,6.748820039
117.9333333,7.214377974,6.926498377,6.748820039
117.95,7.214377974,6.915647791,6.748820039
117.9666667,7.219803267,6.915647791,6.748820039
117.9833333,7.208952681,6.915647791,6.748820039
118,7.208952681,6.915647791,6.754584412
118.0166667,7.219803267,6.915647791,6.748820039
118.0333333,7.219803267,6.915647791,6.748820039
118.05,7.22556764,6.915647791,6.748820039
118.0666667,7.219803267,6.915647791,6.748820039
118.0833333,7.219803267,6.915647791,6.748820039
118.1,7.219803267,6.926498377,6.748820039
118.1166667,7.219803267,6.915647791,6.748820039
118.1333333,7.219803267,6.921073084,6.748820039
118.15,7.214377974,6.915647791,6.748820039
118.1666667,7.214377974,6.915647791,6.748820039
118.1833333,7.208952681,6.915647791,6.748820039
118.2,7.208952681,6.915647791,6.748820039
118.2166667,7.203188308,6.915647791,6.748820039
118.2333333,7.203188308,6.915647791,6.748820039
118.25,7.208952681,6.915647791,6.748820039
118.2666667,7.203188308,6.915647791,6.743394746
118.2833333,7.203188308,6.915647791,6.743394746
118.3,7.203188308,6.915647791,6.737969453
118.3166667,7.203188308,6.921073084,6.743394746
118.3333333,7.203188308,6.921073084,6.737969453
118.35,7.203188308,6.921073084,6.748820039
118.3666667,7.214377974,6.921073084,6.748820039
118.3833333,7.219803267,6.93226275,6.748820039
118.4,7.219803267,6.93226275,6.748820039
118.4166667,7.219803267,6.937688043,6.748820039
118.4333333,7.22556764,6.937688043,6.748820039
118.45,7.219803267,6.943113336,6.748820039
118.4666667,7.219803267,6.943113336,6.748820039
118.4833333,7.208952681,6.943113336,6.748820039
118.5,7.203188308,6.943113336,6.748820039
118.5166667,7.197763015,6.954303002,6.748820039
118.5333333,7.203188308,6.948877709,6.748820039
118.55,7.197763015,6.943113336,6.748820039
118.5666667,7.197763015,6.943113336,6.754584412
118.5833333,7.192337722,6.937688043,6.760009705
118.6,7.197763015,6.926498377,6.760009705
118.6166667,7.192337722,6.926498377,6.748820039
118.6333333,7.197763015,6.921073084,6.748820039
