location,days.post.fert,Treatment,family,indiv.1to15,yolk.sac.volume,Comment
Kup,0,T3,K13,8,12.94882757,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K13,9,13.28052198,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K14,1,18.99491035,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K14,2,22.30801198,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K14,3,22.47995308,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K14,4,21.63207075,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K14,5,15.36490381,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K14,6,9.920803247,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K14,7,16.75298267,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K14,8,12.13605052,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K14,9,24.33135791,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K15,1,15.18890659,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K15,2,14.77521134,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K15,3,17.47624521,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K15,4,17.58589362,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K15,5,17.42995064,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K15,6,22.13322676,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K15,7,22.12433896,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K15,8,17.22734487,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K16,1,8.946161891,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K16,2,10.99644933,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K16,3,12.02139159,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K16,4,8.096933947,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K16,5,12.92128281,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K16,6,9.597031548,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K16,7,9.833401318,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K16,8,18.13625215,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K16,9,10.30601751,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K3,1,14.81534395,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K3,2,14.70804859,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K3,3,19.3101993,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K3,4,21.29275346,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K3,5,23.33815568,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K3,6,14.2651289,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K3,7,16.32896112,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K3,8,8.878441163,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K4,1,13.20963571,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K4,2,6.806901806,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K4,3,15.56876044,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K4,4,11.65610698,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K4,5,14.61037823,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K4,6,17.36932052,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K4,7,7.763790245,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K4,8,8.705738832,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K4,9,15.43449934,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K4,10,16.89445664,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K5,1,16.25604785,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K5,2,14.81795118,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K5,3,23.74255164,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K5,4,10.09025581,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K5,5,6.172831146,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K5,6,11.98703589,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K5,7,19.61794154,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K6,1,6.223621616,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K6,2,11.72580897,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K6,3,8.848695837,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K6,4,12.75262922,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K6,5,10.37467458,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K6,6,11.02019082,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K6,7,12.99213542,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K7,1,8.268946366,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K7,2,12.90369898,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K7,3,11.59008452,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K7,4,21.67686759,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K7,5,9.08398157,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K7,6,15.38823754,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K7,7,5.213872546,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K8,1,11.73714038,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K8,2,11.95771912,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K8,3,6.818909883,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K8,4,15.11987116,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K8,5,18.77767457,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K8,6,9.914885591,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K8,7,18.50130606,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K8,8,13.50274737,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K8,9,10.18141263,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K8,10,20.0904664,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K9,1,19.85723044,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K9,2,21.22669521,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K9,3,15.85119004,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K9,4,16.19355751,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K9,5,14.52935317,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K9,6,14.90615325,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K9,7,12.38652567,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T3,K9,8,16.15067632,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O2,1,19.45029951,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O2,2,14.66833065,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O2,3,15.02803285,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O2,4,10.42776903,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O2,7,13.75330945,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O2,8,11.91584813,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O2,9,12.81898742,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O2,10,19.48530352,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O2,11,9.188736321,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,1,21.03238393,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,1,23.40849968,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,2,13.26238373,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,3,14.18450839,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,3,14.69505737,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,3,17.63240269,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,4,9.461767314,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,4,22.89968529,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,5,16.29126095,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,5,16.6975352,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,6,7.470138148,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,6,9.637364327,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,7,15.20360552,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,7,21.46303657,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,8,14.20062698,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,8,20.06568958,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,9,10.91937905,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,9,13.81015861,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,10,17.16134335,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,11,8.72578804,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,11,8.829157198,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,12,13.93844232,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,12,19.41604536,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,13,18.67117721,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,13,7.592902845,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,14,10.92794402,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,14,16.11712084,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,15,8.506170024,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,15,27.5081237,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,16,9.334543133,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,16,14.92064019,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,17,12.92741938,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,17,15.11454639,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O3,18,12.22729782,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O5,1,15.03084832,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O5,2,20.27813726,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O5,3,11.14621241,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O5,4,12.34195805,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O5,5,12.7011606,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O5,6,12.55722845,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O5,7,13.18092627,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O5,8,7.72471659,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O5,9,13.05306983,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T3,O5,10,9.402761479,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K1,1,17.22014186,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K1,2,13.19781949,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K1,3,12.66380122,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K1,4,11.23685708,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K1,5,11.48964015,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K1,6,8.259655273,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K10,1,14.04010221,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K10,2,12.03503157,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K10,3,11.00926144,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K10,4,17.59090494,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K10,5,8.175620589,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K10,6,13.07982002,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K10,7,16.02103161,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K10,8,15.53743613,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K11,1,16.35862892,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K11,2,14.92895441,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K11,3,12.22435378,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K11,4,17.86247553,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K11,5,12.192494,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K11,6,9.489568494,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K11,7,21.11703316,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K11,8,12.756819,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K12,1,10.83464208,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K12,2,16.75901788,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K12,3,16.5625905,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K12,4,7.42896284,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K12,5,16.10112326,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K12,6,19.67477735,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K12,7,21.77399326,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K12,8,22.39653775,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K12,9,22.82465764,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K13,1,15.50555052,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K13,2,8.73011334,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K13,3,14.70839435,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K13,4,15.69862752,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K13,5,6.224609035,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K13,6,14.42018968,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K13,7,14.09987164,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K13,8,12.94882757,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K13,9,13.28052198,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K14,1,18.99491035,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K14,2,22.30801198,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K14,3,22.47995308,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K14,4,21.63207075,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K14,5,15.36490381,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K14,6,9.920803247,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K14,7,16.75298267,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K14,8,12.13605052,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K14,9,24.33135791,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K15,1,15.18890659,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K15,2,14.77521134,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K15,3,17.47624521,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K15,4,17.58589362,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K15,5,17.42995064,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K15,6,22.13322676,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K15,7,22.12433896,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K15,8,17.22734487,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K16,1,8.946161891,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K16,2,10.99644933,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K16,3,12.02139159,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K16,4,8.096933947,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K16,5,12.92128281,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K16,6,9.597031548,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K16,7,9.833401318,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K16,8,18.13625215,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K16,9,10.30601751,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K3,1,14.81534395,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K3,2,14.70804859,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K3,3,19.3101993,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K3,4,21.29275346,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K3,5,23.33815568,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K3,6,14.2651289,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K3,7,16.32896112,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K3,8,8.878441163,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K4,1,13.20963571,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K4,2,6.806901806,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
