"","family","repli","dam","sire","tray","cell","length","egg_size"
"485","f49","r1","d5","s5","t4","1A",23.7,7.89
"486","f49","r2","d5","s5","t14","1A",22.4,7.89
"487","f49","r1","d5","s5","t4","1A",22.7,7.89
"488","f49","r2","d5","s5","t14","1A",21.9,7.89
"489","f49","r1","d5","s5","t4","1A",23.1,7.89
"490","f49","r2","d5","s5","t14","1A",23.2,7.89
"491","f50","r1","d5","s6","t4","1B",24.2,7.89
"492","f50","r2","d5","s6","t14","1B",22.8,7.89
"493","f50","r1","d5","s6","t4","1B",23.5,7.89
"494","f50","r2","d5","s6","t14","1B",22.4,7.89
"495","f50","r1","d5","s6","t4","1B",23,7.89
"496","f50","r2","d5","s6","t14","1B",27.8,7.89
"497","f50","r1","d5","s6","t4","1B",22.9,7.89
"498","f50","r2","d5","s6","t14","1B",22.4,7.89
"499","f50","r1","d5","s6","t4","1B",23.4,7.89
"500","f50","r2","d5","s6","t14","1B",21.9,7.89
"501","f51","r1","d5","s7","t4","1C",23.1,7.89
"502","f51","r2","d5","s7","t14","1C",23.6,7.89
"503","f51","r1","d5","s7","t4","1C",21.4,7.89
"504","f51","r2","d5","s7","t14","1C",22.6,7.89
"505","f51","r1","d5","s7","t4","1C",23.6,7.89
"506","f51","r2","d5","s7","t14","1C",22.8,7.89
"507","f51","r1","d5","s7","t4","1C",22.8,7.89
"508","f51","r2","d5","s7","t14","1C",22.2,7.89
"509","f51","r1","d5","s7","t4","1C",22.9,7.89
"510","f51","r2","d5","s7","t14","1C",23,7.89
"511","f52","r1","d5","s8","t4","1D",21.9,7.89
"512","f52","r2","d5","s8","t14","1D",24.8,7.89
"513","f52","r1","d5","s8","t4","1D",22.4,7.89
"514","f52","r2","d5","s8","t14","1D",24.8,7.89
"515","f52","r1","d5","s8","t4","1D",22.5,7.89
"516","f52","r2","d5","s8","t14","1D",23.2,7.89
"517","f52","r1","d5","s8","t4","1D",23.1,7.89
"518","f52","r2","d5","s8","t14","1D",23.9,7.89
"519","f52","r1","d5","s8","t4","1D",22.8,7.89
"520","f52","r2","d5","s8","t14","1D",24.1,7.89
"521","f53","r1","d5","s9","t4","2A",22.6,7.89
"522","f53","r2","d5","s9","t14","2A",21.9,7.89
"523","f53","r1","d5","s9","t4","2A",23.6,7.89
"524","f53","r2","d5","s9","t14","2A",22.8,7.89
"525","f53","r1","d5","s9","t4","2A",23.1,7.89
"526","f53","r2","d5","s9","t14","2A",22.6,7.89
"527","f53","r1","d5","s9","t4","2A",22.9,7.89
"528","f53","r2","d5","s9","t14","2A",21.7,7.89
"529","f53","r1","d5","s9","t4","2A",23,7.89
"530","f53","r2","d5","s9","t14","2A",22.6,7.89
"531","f54","r1","d5","s10","t4","2B",22.5,7.89
"532","f54","r2","d5","s10","t14","2B",23,7.89
"533","f54","r1","d5","s10","t4","2B",21.6,7.89
"534","f54","r2","d5","s10","t14","2B",22.6,7.89
"535","f54","r1","d5","s10","t4","2B",22.4,7.89
"536","f54","r2","d5","s10","t14","2B",22.8,7.89
"537","f54","r1","d5","s10","t4","2B",22.6,7.89
"538","f54","r2","d5","s10","t14","2B",23.4,7.89
"539","f54","r1","d5","s10","t4","2B",22,7.89
"540","f54","r2","d5","s10","t14","2B",23.1,7.89
"541","f55","r1","d5","s11","t4","2C",22.6,7.89
"542","f55","r2","d5","s11","t14","2C",22.5,7.89
"543","f55","r1","d5","s11","t4","2C",22.7,7.89
"544","f55","r2","d5","s11","t14","2C",22.4,7.89
"545","f55","r1","d5","s11","t4","2C",22.4,7.89
"546","f55","r2","d5","s11","t14","2C",21.8,7.89
"547","f55","r1","d5","s11","t4","2C",22.1,7.89
"548","f55","r2","d5","s11","t14","2C",21,7.89
"549","f55","r1","d5","s11","t4","2C",22.9,7.89
"550","f55","r2","d5","s11","t14","2C",21.4,7.89
"551","f56","r1","d6","s1","t4","2D",22.7,7.76
"552","f56","r2","d6","s1","t14","2D",21,7.76
"553","f56","r1","d6","s1","t4","2D",21.9,7.76
"554","f56","r2","d6","s1","t14","2D",22.6,7.76
"555","f56","r1","d6","s1","t4","2D",21.7,7.76
"556","f56","r2","d6","s1","t14","2D",22.8,7.76
"557","f56","r1","d6","s1","t4","2D",22,7.76
"558","f56","r2","d6","s1","t14","2D",22.6,7.76
"559","f56","r1","d6","s1","t4","2D",21.9,7.76
"560","f56","r2","d6","s1","t14","2D",22,7.76
"561","f57","r1","d6","s2","t4","3A",23.4,7.76
"562","f57","r2","d6","s2","t14","3A",22.2,7.76
"563","f57","r1","d6","s2","t4","3A",22,7.76
"564","f57","r2","d6","s2","t14","3A",21.9,7.76
"565","f57","r1","d6","s2","t4","3A",21.7,7.76
"566","f57","r2","d6","s2","t14","3A",22.8,7.76
"567","f57","r1","d6","s2","t4","3A",21.6,7.76
"568","f57","r2","d6","s2","t14","3A",21.9,7.76
"569","f57","r1","d6","s2","t4","3A",22,7.76
"570","f57","r2","d6","s2","t14","3A",22.7,7.76
"571","f58","r1","d6","s3","t4","3B",22,7.76
"572","f58","r2","d6","s3","t14","3B",22.4,7.76
"573","f58","r1","d6","s3","t4","3B",20.3,7.76
"574","f58","r2","d6","s3","t14","3B",21.4,7.76
"575","f58","r1","d6","s3","t4","3B",21.6,7.76
"576","f58","r2","d6","s3","t14","3B",22,7.76
"577","f58","r1","d6","s3","t4","3B",21.4,7.76
"578","f58","r2","d6","s3","t14","3B",22.2,7.76
"579","f58","r1","d6","s3","t4","3B",22.1,7.76
"580","f58","r2","d6","s3","t14","3B",22.6,7.76
"581","f59","r1","d6","s4","t4","3C",21.5,7.76
"582","f59","r2","d6","s4","t14","3C",23.1,7.76
"583","f59","r1","d6","s4","t4","3C",21.9,7.76
"584","f59","r2","d6","s4","t14","3C",21.5,7.76
"585","f59","r1","d6","s4","t4","3C",21,7.76
"586","f59","r2","d6","s4","t14","3C",22.4,7.76
"587","f59","r1","d6","s4","t4","3C",22.2,7.76
"588","f59","r2","d6","s4","t14","3C",22.6,7.76
"589","f59","r1","d6","s4","t4","3C",21.7,7.76
"590","f59","r2","d6","s4","t14","3C",21.9,7.76
"591","f60","r1","d6","s5","t4","3D",21.7,7.76
"592","f60","r2","d6","s5","t14","3D",22.1,7.76
"593","f60","r1","d6","s5","t4","3D",19.9,7.76
"594","f60","r2","d6","s5","t14","3D",21.6,7.76
"595","f60","r1","d6","s5","t4","3D",22.1,7.76
"596","f60","r2","d6","s5","t14","3D",21.8,7.76
"597","f60","r1","d6","s5","t4","3D",22.4,7.76
"598","f60","r2","d6","s5","t14","3D",22.4,7.76
"599","f60","r1","d6","s5","t4","3D",20.9,7.76
"600","f60","r2","d6","s5","t14","3D",21.9,7.76
"601","f61","r1","d6","s6","t4","4A",22.9,7.76
"602","f61","r2","d6","s6","t14","4A",22.2,7.76
"603","f61","r1","d6","s6","t4","4A",22.5,7.76
"604","f61","r2","d6","s6","t14","4A",23,7.76
"605","f61","r1","d6","s6","t4","4A",21.7,7.76
"606","f61","r2","d6","s6","t14","4A",22.8,7.76
"607","f61","r1","d6","s6","t4","4A",22.4,7.76
"608","f61","r2","d6","s6","t14","4A",22.7,7.76
"609","f61","r1","d6","s6","t4","4A",22.6,7.76
"610","f61","r2","d6","s6","t14","4A",22,7.76
"611","f62","r1","d6","s7","t4","4B",22.7,7.76
"612","f62","r2","d6","s7","t14","4B",22.8,7.76
"613","f62","r1","d6","s7","t4","4B",22.3,7.76
"614","f62","r2","d6","s7","t14","4B",22.6,7.76
"615","f62","r1","d6","s7","t4","4B",22.3,7.76
"616","f62","r2","d6","s7","t14","4B",22.4,7.76
"617","f62","r1","d6","s7","t4","4B",22.8,7.76
"618","f62","r2","d6","s7","t14","4B",21.9,7.76
"619","f62","r1","d6","s7","t4","4B",22.1,7.76
"620","f62","r2","d6","s7","t14","4B",23.2,7.76
"621","f63","r1","d6","s8","t4","4C",21.4,7.76
"622","f63","r2","d6","s8","t14","4C",21.8,7.76
"623","f63","r1","d6","s8","t4","4C",22.2,7.76
"624","f63","r2","d6","s8","t14","4C",21.4,7.76
"625","f63","r1","d6","s8","t4","4C",22.8,7.76
"626","f63","r2","d6","s8","t14","4C",22.8,7.76
"627","f63","r1","d6","s8","t4","4C",22.6,7.76
"628","f63","r2","d6","s8","t14","4C",22.6,7.76
"629","f63","r1","d6","s8","t4","4C",22.4,7.76
"630","f63","r2","d6","s8","t14","4C",21.4,7.76
"631","f64","r1","d6","s9","t4","4D",22.3,7.76
"632","f64","r2","d6","s9","t14","4D",20.9,7.76
"633","f64","r1","d6","s9","t4","4D",22.2,7.76
"634","f64","r2","d6","s9","t14","4D",21.2,7.76
"635","f64","r1","d6","s9","t4","4D",22.5,7.76
"636","f64","r2","d6","s9","t14","4D",22.8,7.76
"637","f64","r1","d6","s9","t4","4D",22.2,7.76
"638","f64","r2","d6","s9","t14","4D",21.9,7.76
"639","f64","r1","d6","s9","t4","4D",22.6,7.76
"640","f64","r2","d6","s9","t14","4D",20.1,7.76
"641","f65","r1","d6","s10","t3","1A",21.5,7.76
"642","f65","r2","d6","s10","t13","1A",23,7.76
"643","f65","r1","d6","s10","t3","1A",22.6,7.76
"644","f65","r2","d6","s10","t13","1A",20.5,7.76
"645","f65","r1","d6","s10","t3","1A",20.5,7.76
"646","f65","r2","d6","s10","t13","1A",21.6,7.76
"647","f65","r1","d6","s10","t3","1A",20.2,7.76
"648","f65","r2","d6","s10","t13","1A",22.8,7.76
"649","f65","r1","d6","s10","t3","1A",19.9,7.76
"650","f65","r2","d6","s10","t13","1A",20.9,7.76
"651","f66","r1","d6","s11","t3","1B",21.4,7.76
"652","f66","r2","d6","s11","t13","1B",22.8,7.76
"653","f66","r1","d6","s11","t3","1B",22.2,7.76
"654","f66","r2","d6","s11","t13","1B",21.5,7.76
"655","f66","r1","d6","s11","t3","1B",22.8,7.76
"656","f66","r2","d6","s11","t13","1B",21.6,7.76
"657","f66","r1","d6","s11","t3","1B",22.5,7.76
"658","f66","r2","d6","s11","t13","1B",22.6,7.76
"659","f66","r1","d6","s11","t3","1B",22.6,7.76
"660","f66","r2","d6","s11","t13","1B",22,7.76
"661","f67","r1","d7","s1","t3","1C",21.3,7.49
"662","f67","r2","d7","s1","t13","1C",22.2,7.49
"663","f67","r1","d7","s1","t3","1C",23.8,7.49
"664","f67","r2","d7","s1","t13","1C",23,7.49
"665","f67","r1","d7","s1","t3","1C",22.4,7.49
"666","f67","r2","d7","s1","t13","1C",23.4,7.49
"667","f67","r1","d7","s1","t3","1C",22.1,7.49
"668","f67","r2","d7","s1","t13","1C",22.1,7.49
"669","f67","r1","d7","s1","t3","1C",21.6,7.49
"670","f67","r2","d7","s1","t13","1C",22.8,7.49
"671","f68","r1","d7","s2","t3","1D",22.2,7.49
"672","f68","r2","d7","s2","t13","1D",21.2,7.49
"673","f68","r1","d7","s2","t3","1D",21,7.49
"674","f68","r2","d7","s2","t13","1D",21.8,7.49
"675","f68","r1","d7","s2","t3","1D",22,7.49
"676","f68","r2","d7","s2","t13","1D",22.4,7.49
"677","f68","r1","d7","s2","t3","1D",21.9,7.49
"678","f68","r2","d7","s2","t13","1D",22.9,7.49
"679","f68","r1","d7","s2","t3","1D",22.4,7.49
"680","f68","r2","d7","s2","t13","1D",20.2,7.49
"681","f69","r1","d7","s3","t3","2A",22.4,7.49
"682","f69","r2","d7","s3","t13","2A",23,7.49
"683","f69","r1","d7","s3","t3","2A",22.6,7.49
"684","f69","r2","d7","s3","t13","2A",22.8,7.49
"685","f69","r1","d7","s3","t3","2A",22.6,7.49
"686","f69","r2","d7","s3","t13","2A",23.4,7.49
"687","f69","r1","d7","s3","t3","2A",22.4,7.49
"688","f69","r2","d7","s3","t13","2A",22.1,7.49
"689","f69","r1","d7","s3","t3","2A",22.5,7.49
"690","f69","r2","d7","s3","t13","2A",22.4,7.49
"691","f70","r1","d7","s4","t3","2B",22,7.49
"692","f70","r2","d7","s4","t13","2B",22.6,7.49
"693","f70","r1","d7","s4","t3","2B",23.8,7.49
"694","f70","r2","d7","s4","t13","2B",22.4,7.49
"695","f70","r1","d7","s4","t3","2B",22.6,7.49
"696","f70","r2","d7","s4","t13","2B",23.4,7.49
"697","f70","r1","d7","s4","t3","2B",22.9,7.49
"698","f70","r2","d7","s4","t13","2B",23,7.49
"699","f70","r1","d7","s4","t3","2B",22.4,7.49
"700","f70","r2","d7","s4","t13","2B",23.4,7.49
"701","f71","r1","d7","s5","t3","2C",22.3,7.49
"702","f71","r2","d7","s5","t13","2C",22,7.49
"703","f71","r1","d7","s5","t3","2C",22.1,7.49
"704","f71","r2","d7","s5","t13","2C",23,7.49
"705","f71","r1","d7","s5","t3","2C",22.1,7.49
"706","f71","r2","d7","s5","t13","2C",22.6,7.49
"707","f71","r1","d7","s5","t3","2C",22,7.49
"708","f71","r2","d7","s5","t13","2C",22.4,7.49
"709","f71","r1","d7","s5","t3","2C",22,7.49
"710","f71","r2","d7","s5","t13","2C",23.2,7.49
"711","f72","r1","d7","s6","t3","2D",20.8,7.49
"712","f72","r2","d7","s6","t13","2D",21.2,7.49
"713","f72","r1","d7","s6","t3","2D",22.8,7.49
"714","f72","r2","d7","s6","t13","2D",21.4,7.49
"715","f72","r1","d7","s6","t3","2D",21.7,7.49
"716","f72","r2","d7","s6","t13","2D",21,7.49
"717","f72","r1","d7","s6","t3","2D",21.9,7.49
"718","f72","r2","d7","s6","t13","2D",20.9,7.49
"719","f72","r1","d7","s6","t3","2D",22.1,7.49
"720","f72","r2","d7","s6","t13","2D",21.8,7.49
"721","f73","r1","d7","s7","t3","3A",21,7.49
"722","f73","r2","d7","s7","t13","3A",21.5,7.49
"723","f73","r1","d7","s7","t3","3A",21.9,7.49
"724","f73","r2","d7","s7","t13","3A",22.8,7.49
"725","f73","r1","d7","s7","t3","3A",22,7.49
"726","f73","r2","d7","s7","t13","3A",21.8,7.49
"727","f73","r1","d7","s7","t3","3A",22.4,7.49
"728","f73","r2","d7","s7","t13","3A",22.4,7.49
"729","f73","r1","d7","s7","t3","3A",22.6,7.49
"730","f73","r2","d7","s7","t13","3A",21.4,7.49
"731","f74","r1","d7","s8","t3","3B",21.5,7.49
"732","f74","r2","d7","s8","t13","3B",22.5,7.49
"733","f74","r1","d7","s8","t3","3B",20.6,7.49
"734","f74","r2","d7","s8","t13","3B",22.4,7.49
"735","f74","r1","d7","s8","t3","3B",21.4,7.49
"736","f74","r2","d7","s8","t13","3B",21.8,7.49
"737","f74","r1","d7","s8","t3","3B",22,7.49
"738","f74","r2","d7","s8","t13","3B",20.4,7.49
"739","f74","r1","d7","s8","t3","3B",21.3,7.49
"740","f74","r2","d7","s8","t13","3B",22.6,7.49
"741","f75","r1","d7","s9","t3","3C",21,7.49
"742","f75","r2","d7","s9","t13","3C",22.3,7.49
"743","f75","r1","d7","s9","t3","3C",21.8,7.49
"744","f75","r2","d7","s9","t13","3C",21.8,7.49
"745","f75","r1","d7","s9","t3","3C",20.8,7.49
"746","f75","r2","d7","s9","t13","3C",21.6,7.49
"747","f75","r1","d7","s9","t3","3C",21.2,7.49
"748","f75","r2","d7","s9","t13","3C",22.4,7.49
"749","f75","r1","d7","s9","t3","3C",21.7,7.49
"750","f75","r2","d7","s9","t13","3C",21.9,7.49
"751","f76","r1","d7","s10","t3","3D",22.3,7.49
"752","f76","r2","d7","s10","t13","3D",23.5,7.49
"753","f76","r1","d7","s10","t3","3D",21.6,7.49
"754","f76","r2","d7","s10","t13","3D",21.9,7.49
"755","f76","r1","d7","s10","t3","3D",21.9,7.49
"756","f76","r2","d7","s10","t13","3D",22.4,7.49
"757","f76","r1","d7","s10","t3","3D",22.4,7.49
"758","f76","r2","d7","s10","t13","3D",22,7.49
"759","f76","r1","d7","s10","t3","3D",22.6,7.49
"760","f76","r2","d7","s10","t13","3D",23.1,7.49
"761","f77","r1","d7","s11","t3","4A",21.2,7.49
"762","f77","r2","d7","s11","t13","4A",23.5,7.49
"763","f77","r1","d7","s11","t3","4A",21,7.49
"764","f77","r2","d7","s11","t13","4A",23,7.49
"765","f77","r1","d7","s11","t3","4A",22.7,7.49
"766","f77","r2","d7","s11","t13","4A",22.6,7.49
"767","f77","r1","d7","s11","t3","4A",21.9,7.49
"768","f77","r2","d7","s11","t13","4A",22.8,7.49
"769","f77","r1","d7","s11","t3","4A",21,7.49
"770","f77","r2","d7","s11","t13","4A",22.9,7.49
"771","f78","r1","d8","s1","t3","4B",23.1,8.04
"772","f78","r2","d8","s1","t13","4B",21.9,8.04
"773","f78","r1","d8","s1","t3","4B",22.4,8.04
"774","f78","r2","d8","s1","t13","4B",22,8.04
"775","f78","r1","d8","s1","t3","4B",23.2,8.04
"776","f78","r2","d8","s1","t13","4B",22.3,8.04
"777","f78","r1","d8","s1","t3","4B",23,8.04
"778","f78","r2","d8","s1","t13","4B",19.9,8.04
"779","f78","r1","d8","s1","t3","4B",22.9,8.04
"780","f78","r2","d8","s1","t13","4B",21.9,8.04
"781","f79","r1","d8","s2","t3","4C",21.9,8.04
"782","f79","r2","d8","s2","t13","4C",22.6,8.04
"783","f79","r1","d8","s2","t3","4C",21.7,8.04
"784","f79","r2","d8","s2","t13","4C",22.4,8.04
"785","f79","r1","d8","s2","t3","4C",22.8,8.04
"786","f79","r2","d8","s2","t13","4C",22.8,8.04
"787","f79","r1","d8","s2","t3","4C",20.6,8.04
"788","f79","r2","d8","s2","t13","4C",22.8,8.04
"789","f79","r1","d8","s2","t3","4C",21.2,8.04
"790","f79","r2","d8","s2","t13","4C",23.2,8.04
"791","f80","r1","d8","s3","t3","4D",22.7,8.04
"792","f80","r2","d8","s3","t13","4D",23.8,8.04
"793","f80","r1","d8","s3","t3","4D",22.4,8.04
"794","f80","r2","d8","s3","t13","4D",23,8.04
"795","f80","r1","d8","s3","t3","4D",23.1,8.04
"796","f80","r2","d8","s3","t13","4D",24.1,8.04
"797","f80","r1","d8","s3","t3","4D",22.8,8.04
"798","f80","r2","d8","s3","t13","4D",22.4,8.04
"799","f80","r1","d8","s3","t3","4D",22.9,8.04
"800","f80","r2","d8","s3","t13","4D",22.6,8.04
"801","f81","r1","d8","s4","t2","1A",22,8.04
"802","f81","r2","d8","s4","t12","1A",23.1,8.04
"803","f81","r1","d8","s4","t2","1A",21.3,8.04
"804","f81","r2","d8","s4","t12","1A",23.2,8.04
"805","f81","r1","d8","s4","t2","1A",21.6,8.04
"806","f81","r2","d8","s4","t12","1A",22.8,8.04
"807","f81","r1","d8","s4","t2","1A",22.4,8.04
"808","f81","r2","d8","s4","t12","1A",23.6,8.04
"809","f81","r1","d8","s4","t2","1A",21,8.04
"810","f81","r2","d8","s4","t12","1A",22.4,8.04
"811","f82","r1","d8","s5","t2","1B",22.8,8.04
"812","f82","r2","d8","s5","t12","1B",23.6,8.04
"813","f82","r1","d8","s5","t2","1B",23.1,8.04
"814","f82","r2","d8","s5","t12","1B",24.4,8.04
"815","f82","r1","d8","s5","t2","1B",22.7,8.04
"816","f82","r2","d8","s5","t12","1B",23.6,8.04
"817","f82","r1","d8","s5","t2","1B",23.2,8.04
"818","f82","r2","d8","s5","t12","1B",22.9,8.04
"819","f82","r1","d8","s5","t2","1B",22.6,8.04
"820","f82","r2","d8","s5","t12","1B",23.6,8.04
"821","f83","r1","d8","s6","t2","1C",22.8,8.04
"822","f83","r2","d8","s6","t12","1C",18.9,8.04
"823","f83","r1","d8","s6","t2","1C",22.4,8.04
"824","f83","r2","d8","s6","t12","1C",20.2,8.04
"825","f83","r1","d8","s6","t2","1C",22.5,8.04
"826","f83","r2","d8","s6","t12","1C",21,8.04
"827","f83","r1","d8","s6","t2","1C",21.9,8.04
"828","f83","r2","d8","s6","t12","1C",19.4,8.04
"829","f83","r1","d8","s6","t2","1C",22.8,8.04
"830","f83","r2","d8","s6","t12","1C",18,8.04
"831","f84","r1","d8","s7","t2","1D",24.8,8.04
"832","f84","r2","d8","s7","t12","1D",18.9,8.04
"833","f84","r1","d8","s7","t2","1D",22.3,8.04
"834","f84","r2","d8","s7","t12","1D",19.2,8.04
"835","f84","r1","d8","s7","t2","1D",22.7,8.04
"836","f84","r2","d8","s7","t12","1D",19.4,8.04
"837","f84","r1","d8","s7","t2","1D",22,8.04
"838","f84","r2","d8","s7","t12","1D",18.6,8.04
"839","f84","r1","d8","s7","t2","1D",22.2,8.04
"840","f84","r2","d8","s7","t12","1D",19.9,8.04
"841","f85","r1","d8","s8","t2","2A",22.3,8.04
"842","f85","r2","d8","s8","t12","2A",21,8.04
"843","f85","r1","d8","s8","t2","2A",21.7,8.04
"844","f85","r2","d8","s8","t12","2A",21.2,8.04
"845","f85","r1","d8","s8","t2","2A",22.5,8.04
"846","f85","r2","d8","s8","t12","2A",20.1,8.04
"847","f85","r1","d8","s8","t2","2A",21.9,8.04
"848","f85","r2","d8","s8","t12","2A",19.9,8.04
"849","f85","r1","d8","s8","t2","2A",22.2,8.04
"850","f85","r2","d8","s8","t12","2A",21.4,8.04
"851","f86","r1","d8","s9","t2","2B",21.4,8.04
"852","f86","r2","d8","s9","t12","2B",21.5,8.04
"853","f86","r1","d8","s9","t2","2B",21.8,8.04
"854","f86","r2","d8","s9","t12","2B",22.1,8.04
"855","f86","r1","d8","s9","t2","2B",22.4,8.04
"856","f86","r2","d8","s9","t12","2B",22.4,8.04
"857","f86","r1","d8","s9","t2","2B",21.9,8.04
"858","f86","r2","d8","s9","t12","2B",22,8.04
"859","f86","r1","d8","s9","t2","2B",22.6,8.04
"860","f86","r2","d8","s9","t12","2B",21.3,8.04
"861","f87","r1","d8","s10","t2","2C",23.8,8.04
"862","f87","r2","d8","s10","t12","2C",21.8,8.04
"863","f87","r1","d8","s10","t2","2C",23,8.04
"864","f87","r2","d8","s10","t12","2C",22.2,8.04
"865","f87","r1","d8","s10","t2","2C",21.8,8.04
"866","f87","r2","d8","s10","t12","2C",21.9,8.04
"867","f87","r1","d8","s10","t2","2C",22.6,8.04
"868","f87","r2","d8","s10","t12","2C",22.6,8.04
"869","f87","r1","d8","s10","t2","2C",22.9,8.04
"870","f87","r2","d8","s10","t12","2C",20.9,8.04
"871","f88","r1","d8","s11","t2","2D",23.4,8.04
"872","f88","r2","d8","s11","t12","2D",23.6,8.04
"873","f88","r1","d8","s11","t2","2D",22.9,8.04
"874","f88","r2","d8","s11","t12","2D",24.2,8.04
"875","f88","r1","d8","s11","t2","2D",23,8.04
"876","f88","r2","d8","s11","t12","2D",23.8,8.04
"877","f88","r1","d8","s11","t2","2D",22,8.04
"878","f88","r2","d8","s11","t12","2D",23,8.04
"879","f88","r1","d8","s11","t2","2D",22.3,8.04
"880","f88","r2","d8","s11","t12","2D",24,8.04
"881","f89","r1","d9","s1","t2","3A",22.2,7.82
"882","f89","r2","d9","s1","t12","3A",22.1,7.82
"883","f89","r1","d9","s1","t2","3A",21.7,7.82
"884","f89","r2","d9","s1","t12","3A",22.4,7.82
"885","f89","r1","d9","s1","t2","3A",22.5,7.82
"886","f89","r2","d9","s1","t12","3A",22.3,7.82
"887","f89","r1","d9","s1","t2","3A",21.9,7.82
"888","f89","r2","d9","s1","t12","3A",22.1,7.82
"889","f89","r1","d9","s1","t2","3A",22.2,7.82
"890","f89","r2","d9","s1","t12","3A",20.9,7.82
"891","f90","r1","d9","s2","t2","3B",21.4,7.82
"892","f90","r2","d9","s2","t12","3B",23.5,7.82
"893","f90","r1","d9","s2","t2","3B",21.8,7.82
"894","f90","r2","d9","s2","t12","3B",22.2,7.82
"895","f90","r1","d9","s2","t2","3B",22.4,7.82
"896","f90","r2","d9","s2","t12","3B",21.6,7.82
"897","f90","r1","d9","s2","t2","3B",21.9,7.82
"898","f90","r2","d9","s2","t12","3B",22.8,7.82
"899","f90","r1","d9","s2","t2","3B",22.6,7.82
"900","f90","r2","d9","s2","t12","3B",21.9,7.82
"901","f91","r1","d9","s3","t2","3C",23.8,7.82
"902","f91","r2","d9","s3","t12","3C",23.5,7.82
"903","f91","r1","d9","s3","t2","3C",23,7.82
"904","f91","r2","d9","s3","t12","3C",22.5,7.82
"905","f91","r1","d9","s3","t2","3C",21.8,7.82
"906","f91","r2","d9","s3","t12","3C",22.8,7.82
"907","f91","r1","d9","s3","t2","3C",22.6,7.82
"908","f91","r2","d9","s3","t12","3C",23.4,7.82
"909","f91","r1","d9","s3","t2","3C",22.9,7.82
"910","f91","r2","d9","s3","t12","3C",22.4,7.82
"911","f92","r1","d9","s4","t2","3D",23.4,7.82
"912","f92","r2","d9","s4","t12","3D",22.4,7.82
"913","f92","r1","d9","s4","t2","3D",22.9,7.82
"914","f92","r2","d9","s4","t12","3D",22.8,7.82
"915","f92","r1","d9","s4","t2","3D",23,7.82
"916","f92","r2","d9","s4","t12","3D",23.1,7.82
"917","f92","r1","d9","s4","t2","3D",23.2,7.82
"918","f92","r2","d9","s4","t12","3D",23.4,7.82
"919","f92","r1","d9","s4","t2","3D",23.1,7.82
"920","f92","r2","d9","s4","t12","3D",22.8,7.82
"921","f93","r1","d9","s5","t2","4A",21.9,7.82
"922","f93","r2","d9","s5","t12","4A",22.9,7.82
"923","f93","r1","d9","s5","t2","4A",22.3,7.82
"924","f93","r2","d9","s5","t12","4A",21.8,7.82
"925","f93","r1","d9","s5","t2","4A",21.8,7.82
"926","f93","r2","d9","s5","t12","4A",22.6,7.82
"927","f93","r1","d9","s5","t2","4A",21.6,7.82
"928","f93","r2","d9","s5","t12","4A",21.7,7.82
"929","f93","r1","d9","s5","t2","4A",22.6,7.82
"930","f93","r2","d9","s5","t12","4A",21,7.82
"931","f94","r1","d9","s6","t2","4B",24.5,7.82
"932","f94","r2","d9","s6","t12","4B",22.6,7.82
"933","f94","r1","d9","s6","t2","4B",22.9,7.82
"934","f94","r2","d9","s6","t12","4B",22.5,7.82
"935","f94","r1","d9","s6","t2","4B",23.2,7.82
"936","f94","r2","d9","s6","t12","4B",21.8,7.82
"937","f94","r1","d9","s6","t2","4B",22.8,7.82
"938","f94","r2","d9","s6","t12","4B",23,7.82
"939","f94","r1","d9","s6","t2","4B",22.7,7.82
"940","f94","r2","d9","s6","t12","4B",22.6,7.82
"941","f95","r1","d9","s7","t2","4C",22.9,7.82
"942","f95","r2","d9","s7","t12","4C",22,7.82
"943","f95","r1","d9","s7","t2","4C",23.3,7.82
"944","f95","r2","d9","s7","t12","4C",22.6,7.82
"945","f95","r1","d9","s7","t2","4C",23.2,7.82
"946","f95","r2","d9","s7","t12","4C",22.1,7.82
"947","f95","r1","d9","s7","t2","4C",22.8,7.82
"948","f95","r2","d9","s7","t12","4C",21.8,7.82
"949","f95","r1","d9","s7","t2","4C",23.4,7.82
"950","f95","r2","d9","s7","t12","4C",23.4,7.82
"951","f96","r1","d9","s8","t2","4D",21.2,7.82
"952","f96","r2","d9","s8","t12","4D",22.8,7.82
"953","f96","r1","d9","s8","t2","4D",22.8,7.82
"954","f96","r2","d9","s8","t12","4D",21.8,7.82
"955","f96","r1","d9","s8","t2","4D",21.7,7.82
"956","f96","r2","d9","s8","t12","4D",20.6,7.82
"957","f96","r1","d9","s8","t2","4D",22.4,7.82
"958","f96","r2","d9","s8","t12","4D",21.2,7.82
"959","f96","r1","d9","s8","t2","4D",22.3,7.82
"960","f96","r2","d9","s8","t12","4D",21.6,7.82
"961","f97","r1","d9","s9","t1","1A",21.7,7.82
"962","f97","r2","d9","s9","t11","1A",23.2,7.82
"963","f97","r1","d9","s9","t1","1A",22.8,7.82
"964","f97","r2","d9","s9","t11","1A",23.4,7.82
"965","f97","r1","d9","s9","t1","1A",21.9,7.82
"966","f97","r2","d9","s9","t11","1A",22.8,7.82
"967","f97","r1","d9","s9","t1","1A",23,7.82
"968","f97","r2","d9","s9","t11","1A",23.4,7.82
"969","f97","r1","d9","s9","t1","1A",22.6,7.82
